timestamp,elapsed_sec,latency_ms,type
1767955116.7105708,1473.32,0.14,send_ack_simulated
1767955116.7109861,1473.32,0.07,send_ack_simulated
1767955144.7240937,1501.33,0.89,send_ack_simulated
1767955144.7259138,1501.33,0.05,send_ack_simulated
1767955144.728113,1501.34,0.04,send_ack_simulated
1767955144.7298584,1501.34,0.33,send_ack_simulated
1767955144.7301376,1501.34,0.07,send_ack_simulated
1767955144.7304559,1501.34,0.02,send_ack_simulated
1767955144.730918,1501.34,0.78,send_ack_simulated
1767955144.7311234,1501.34,0.06,send_ack_simulated
1767955172.7413757,1529.35,0.07,send_ack_simulated
1767955172.74392,1529.35,1.52,send_ack_simulated
1767955172.7463536,1529.35,0.13,send_ack_simulated
1767955172.747411,1529.36,0.68,send_ack_simulated
1767955172.748283,1529.36,0.79,send_ack_simulated
1767955172.7488468,1529.36,1.32,send_ack_simulated
1767955172.7491941,1529.36,0.89,send_ack_simulated
1767955200.7603993,1557.37,0.07,send_ack_simulated
1767955200.7616067,1557.37,0.96,send_ack_simulated
1767955200.7626479,1557.37,1.21,send_ack_simulated
1767955200.7640939,1557.37,1.77,send_ack_simulated
1767955200.7654986,1557.37,1.12,send_ack_simulated
1767955200.7659044,1557.37,0.40,send_ack_simulated
1767955200.7663386,1557.37,0.79,send_ack_simulated
1767955200.7666235,1557.37,0.03,send_ack_simulated
1767955200.766804,1557.38,0.03,send_ack_simulated
1767955200.7670105,1557.38,0.04,send_ack_simulated
1767955200.7672818,1557.38,0.02,send_ack_simulated
1767955200.7675602,1557.38,0.16,send_ack_simulated
1767955200.7677789,1557.38,0.06,send_ack_simulated
1767955228.7740555,1585.38,0.16,send_ack_simulated
1767955228.7773306,1585.39,0.03,send_ack_simulated
1767955228.778682,1585.39,0.50,send_ack_simulated
1767955228.7808666,1585.39,2.28,send_ack_simulated
1767955228.7813265,1585.39,0.02,send_ack_simulated
1767955228.7817786,1585.39,0.35,send_ack_simulated
1767955228.7820623,1585.39,1.44,send_ack_simulated
1767955228.7824898,1585.39,0.04,send_ack_simulated
1767955256.7929313,1613.40,0.34,send_ack_simulated
1767955256.7943058,1613.40,0.02,send_ack_simulated
1767955256.7959852,1613.40,0.43,send_ack_simulated
1767955256.7969604,1613.41,0.37,send_ack_simulated
1767955284.8085172,1641.42,0.07,send_ack_simulated
1767955284.8096862,1641.42,0.28,send_ack_simulated
1767955284.8116312,1641.42,0.30,send_ack_simulated
1767955284.8123753,1641.42,0.03,send_ack_simulated
1767955284.812781,1641.42,0.36,send_ack_simulated
1767955284.813098,1641.42,0.19,send_ack_simulated
1767955312.8256469,1669.43,0.19,send_ack_simulated
1767955312.8275135,1669.44,0.05,send_ack_simulated
1767955312.8282912,1669.44,0.08,send_ack_simulated
1767955312.8292255,1669.44,0.05,send_ack_simulated
1767955312.829366,1669.44,0.04,send_ack_simulated
1767955312.8295965,1669.44,1.03,send_ack_simulated
1767955312.8299258,1669.44,0.14,send_ack_simulated
1767955312.8302824,1669.44,1.05,send_ack_simulated
1767955312.8306553,1669.44,0.72,send_ack_simulated
1767955312.8309574,1669.44,0.03,send_ack_simulated
1767955340.837649,1697.45,0.08,send_ack_simulated
1767955340.838301,1697.45,0.01,send_ack_simulated
1767955340.8408194,1697.45,0.05,send_ack_simulated
1767955340.8415077,1697.45,0.38,send_ack_simulated
1767955340.8418128,1697.45,0.51,send_ack_simulated
1767955340.8420804,1697.45,0.02,send_ack_simulated
1767955340.8422413,1697.45,1.28,send_ack_simulated
1767955340.8426664,1697.45,0.42,send_ack_simulated
1767955340.8431027,1697.45,0.08,send_ack_simulated
1767955340.8434038,1697.45,0.21,send_ack_simulated
1767955340.8436842,1697.45,0.03,send_ack_simulated
1767955340.8439782,1697.45,0.08,send_ack_simulated
1767955340.8442292,1697.45,0.02,send_ack_simulated
1767955340.8444839,1697.45,0.07,send_ack_simulated
1767955340.8447275,1697.45,0.07,send_ack_simulated
1767955368.8524735,1725.46,0.17,send_ack_simulated
1767955368.8554428,1725.46,0.08,send_ack_simulated
1767955368.8565295,1725.46,0.03,send_ack_simulated
1767955368.857546,1725.47,0.06,send_ack_simulated
1767955368.858057,1725.47,1.09,send_ack_simulated
1767955368.858615,1725.47,0.37,send_ack_simulated
1767955368.8589668,1725.47,0.53,send_ack_simulated
1767955368.859207,1725.47,0.49,send_ack_simulated
1767955368.859461,1725.47,0.02,send_ack_simulated
1767955368.8597996,1725.47,0.03,send_ack_simulated
1767955396.869221,1753.48,0.15,send_ack_simulated
1767955396.8730078,1753.48,0.90,send_ack_simulated
1767955396.8734405,1753.48,0.65,send_ack_simulated
1767955396.87378,1753.48,0.07,send_ack_simulated
1767955396.874182,1753.48,0.54,send_ack_simulated
1767955396.8744686,1753.48,0.41,send_ack_simulated
1767955396.8747892,1753.48,0.04,send_ack_simulated
1767955396.8750799,1753.48,0.03,send_ack_simulated
1767955396.875442,1753.48,0.60,send_ack_simulated
1767955396.8759131,1753.48,0.29,send_ack_simulated
1767955396.8761854,1753.48,0.06,send_ack_simulated
1767955396.876537,1753.48,0.10,send_ack_simulated
1767955424.8857813,1781.49,0.26,send_ack_simulated
1767955424.8875306,1781.50,0.13,send_ack_simulated
1767955424.8891275,1781.50,0.61,send_ack_simulated
1767955424.8906133,1781.50,0.02,send_ack_simulated
1767955424.8912039,1781.50,0.02,send_ack_simulated
1767955424.89182,1781.50,0.42,send_ack_simulated
1767955424.8919458,1781.50,0.12,send_ack_simulated
1767955424.8922017,1781.50,0.34,send_ack_simulated
1767955424.8925197,1781.50,0.09,send_ack_simulated
1767955452.9022195,1809.51,0.75,send_ack_simulated
1767955452.9043465,1809.51,1.55,send_ack_simulated
1767955452.9071817,1809.52,1.47,send_ack_simulated
1767955452.9074101,1809.52,2.41,send_ack_simulated
1767955452.9076304,1809.52,1.26,send_ack_simulated
1767955452.9078856,1809.52,0.07,send_ack_simulated
1767955452.9081943,1809.52,0.03,send_ack_simulated
1767955452.9086,1809.52,1.29,send_ack_simulated
1767955452.909028,1809.52,0.13,send_ack_simulated
1767955452.909457,1809.52,0.05,send_ack_simulated
1767955480.9224794,1837.53,0.07,send_ack_simulated
1767955480.9244277,1837.53,1.03,send_ack_simulated
1767955480.9258165,1837.53,0.46,send_ack_simulated
1767955480.926279,1837.53,0.03,send_ack_simulated
1767955480.9267228,1837.54,0.03,send_ack_simulated
1767955480.9271107,1837.54,0.02,send_ack_simulated
1767955480.9272873,1837.54,0.37,send_ack_simulated
1767955480.927603,1837.54,0.37,send_ack_simulated
1767955480.9279356,1837.54,0.54,send_ack_simulated
1767955480.9282088,1837.54,0.05,send_ack_simulated
1767955508.9361875,1865.54,0.24,send_ack_simulated
1767955508.9390538,1865.55,0.71,send_ack_simulated
1767955508.9397385,1865.55,0.52,send_ack_simulated
1767955508.9417548,1865.55,0.96,send_ack_simulated
1767955508.9426827,1865.55,0.41,send_ack_simulated
1767955508.9436502,1865.55,1.84,send_ack_simulated
1767955508.9443624,1865.55,0.46,send_ack_simulated
1767955508.9449856,1865.55,0.10,send_ack_simulated
1767955508.9451826,1865.55,0.64,send_ack_simulated
1767955536.9542634,1893.56,0.03,send_ack_simulated
1767955536.9573658,1893.57,1.06,send_ack_simulated
1767955536.957806,1893.57,0.05,send_ack_simulated
1767955536.9582756,1893.57,0.03,send_ack_simulated
1767955564.9728801,1921.58,1.26,send_ack_simulated
1767955564.974036,1921.58,0.44,send_ack_simulated
1767955564.9756753,1921.58,0.02,send_ack_simulated
1767955564.9760334,1921.58,0.08,send_ack_simulated
1767955564.976306,1921.58,0.03,send_ack_simulated
1767955564.9766371,1921.58,0.35,send_ack_simulated
1767955564.9769857,1921.59,0.17,send_ack_simulated
1767955592.9884968,1949.60,0.04,send_ack_simulated
1767955592.9902673,1949.60,0.17,send_ack_simulated
1767955592.991651,1949.60,2.26,send_ack_simulated
1767955592.9931815,1949.60,0.03,send_ack_simulated
1767955592.9936876,1949.60,0.43,send_ack_simulated
1767955592.9942164,1949.60,0.98,send_ack_simulated
1767955592.9945405,1949.60,0.33,send_ack_simulated
1767955592.9948354,1949.60,0.37,send_ack_simulated
1767955592.9950109,1949.60,0.05,send_ack_simulated
1767955621.0035336,1977.61,0.06,send_ack_simulated
1767955621.0049326,1977.61,0.96,send_ack_simulated
1767955621.006798,1977.62,0.46,send_ack_simulated
1767955621.0081382,1977.62,0.76,send_ack_simulated
1767955621.0086553,1977.62,1.77,send_ack_simulated
1767955621.0089955,1977.62,0.04,send_ack_simulated
1767955621.0093343,1977.62,0.03,send_ack_simulated
1767955621.0095885,1977.62,0.03,send_ack_simulated
1767955621.009867,1977.62,0.04,send_ack_simulated
1767955649.021542,2005.63,0.52,send_ack_simulated
1767955649.024257,2005.63,0.38,send_ack_simulated
1767955649.0249674,2005.63,0.03,send_ack_simulated
1767955649.025251,2005.63,0.04,send_ack_simulated
1767955649.0256245,2005.63,0.26,send_ack_simulated
1767955649.0259008,2005.63,1.36,send_ack_simulated
1767955649.0262837,2005.63,0.68,send_ack_simulated
1767955677.0380452,2033.65,0.04,send_ack_simulated
1767955677.0411396,2033.65,1.39,send_ack_simulated
1767955677.0417075,2033.65,0.03,send_ack_simulated
1767955677.042361,2033.65,1.64,send_ack_simulated
1767955677.042753,2033.65,0.03,send_ack_simulated
1767955677.043132,2033.65,2.18,send_ack_simulated
1767955677.043397,2033.65,0.40,send_ack_simulated
1767955677.0436554,2033.65,0.03,send_ack_simulated
1767955677.0438712,2033.65,0.03,send_ack_simulated
1767955677.0441892,2033.65,0.02,send_ack_simulated
1767955677.0444276,2033.65,0.02,send_ack_simulated
1767955677.044744,2033.65,0.04,send_ack_simulated
1767955677.0450811,2033.65,0.06,send_ack_simulated
1767955677.0453444,2033.65,0.14,send_ack_simulated
1767955677.0454986,2033.65,0.03,send_ack_simulated
1767955677.0457315,2033.65,0.12,send_ack_simulated
1767955705.0542808,2061.66,0.04,send_ack_simulated
1767955705.056778,2061.67,0.02,send_ack_simulated
1767955705.0574865,2061.67,1.47,send_ack_simulated
1767955705.0578876,2061.67,0.36,send_ack_simulated
1767955705.058191,2061.67,2.17,send_ack_simulated
1767955705.058543,2061.67,0.02,send_ack_simulated
1767955705.058877,2061.67,0.02,send_ack_simulated
1767955705.059195,2061.67,0.02,send_ack_simulated
1767955705.0594633,2061.67,0.02,send_ack_simulated
1767955733.0685914,2089.68,0.46,send_ack_simulated
1767955733.071501,2089.68,0.14,send_ack_simulated
1767955733.0723274,2089.68,0.70,send_ack_simulated
1767955733.0734217,2089.68,0.05,send_ack_simulated
1767955733.0743587,2089.68,0.90,send_ack_simulated
1767955733.0748296,2089.68,0.33,send_ack_simulated
1767955733.0750854,2089.68,0.35,send_ack_simulated
1767955733.0753305,2089.68,0.31,send_ack_simulated
1767955733.0756373,2089.68,1.22,send_ack_simulated
1767955733.076002,2089.68,0.17,send_ack_simulated
1767955733.076452,2089.68,0.10,send_ack_simulated
1767955733.0767012,2089.69,0.06,send_ack_simulated
1767955761.08704,2117.70,0.10,send_ack_simulated
1767955761.0876913,2117.70,0.04,send_ack_simulated
1767955761.0894904,2117.70,1.21,send_ack_simulated
1767955761.090338,2117.70,0.86,send_ack_simulated
1767955761.0906725,2117.70,0.02,send_ack_simulated
1767955761.0908973,2117.70,0.03,send_ack_simulated
1767955761.091374,2117.70,0.75,send_ack_simulated
1767955761.0915184,2117.70,1.74,send_ack_simulated
1767955761.09178,2117.70,1.36,send_ack_simulated
1767955761.0920184,2117.70,0.07,send_ack_simulated
1767955761.0922165,2117.70,0.12,send_ack_simulated
1767955789.104539,2145.71,0.05,send_ack_simulated
1767955789.1069252,2145.72,1.74,send_ack_simulated
1767955789.1074297,2145.72,0.48,send_ack_simulated
1767955789.1077306,2145.72,1.21,send_ack_simulated
1767955789.108165,2145.72,0.44,send_ack_simulated
1767955789.1084435,2145.72,0.77,send_ack_simulated
1767955789.1086953,2145.72,1.58,send_ack_simulated
1767955789.108968,2145.72,0.06,send_ack_simulated
1767955817.1163702,2173.72,0.05,send_ack_simulated
1767955817.1185677,2173.73,0.06,send_ack_simulated
1767955817.1223497,2173.73,0.04,send_ack_simulated
1767955817.1239743,2173.73,0.08,send_ack_simulated
1767955817.1242464,2173.73,0.74,send_ack_simulated
1767955817.1246343,2173.73,0.08,send_ack_simulated
1767955817.1249664,2173.73,0.42,send_ack_simulated
1767955845.137486,2201.75,0.09,send_ack_simulated
1767955845.139509,2201.75,2.12,send_ack_simulated
1767955845.1418092,2201.75,0.03,send_ack_simulated
1767955845.1437807,2201.75,0.07,send_ack_simulated
1767955845.1441338,2201.75,0.04,send_ack_simulated
1767955845.1443703,2201.75,0.78,send_ack_simulated
1767955873.1545668,2229.76,0.01,send_ack_simulated
1767955873.1554284,2229.76,0.67,send_ack_simulated
1767955873.1587873,2229.77,1.54,send_ack_simulated
1767955873.1593199,2229.77,0.03,send_ack_simulated
1767955873.1596174,2229.77,0.31,send_ack_simulated
1767955873.1598897,2229.77,0.06,send_ack_simulated
1767955873.1602128,2229.77,0.10,send_ack_simulated
1767955873.160518,2229.77,0.43,send_ack_simulated
1767955873.1608803,2229.77,0.47,send_ack_simulated
1767955873.1611223,2229.77,0.09,send_ack_simulated
1767955873.1613874,2229.77,0.10,send_ack_simulated
1767955873.1616304,2229.77,0.05,send_ack_simulated
1767955901.1723301,2257.78,0.91,send_ack_simulated
1767955901.17447,2257.78,1.18,send_ack_simulated
1767955901.1754658,2257.78,0.66,send_ack_simulated
1767955901.1758127,2257.78,1.60,send_ack_simulated
1767955901.176147,2257.78,2.04,send_ack_simulated
1767955901.1764243,2257.78,0.44,send_ack_simulated
1767955901.1768103,2257.79,0.78,send_ack_simulated
1767955901.1770122,2257.79,0.02,send_ack_simulated
1767955901.177195,2257.79,0.15,send_ack_simulated
1767955901.177366,2257.79,0.09,send_ack_simulated
1767955929.1860373,2285.79,0.60,send_ack_simulated
1767955929.1877606,2285.80,0.06,send_ack_simulated
1767955929.188056,2285.80,1.79,send_ack_simulated
1767955929.1919012,2285.80,0.10,send_ack_simulated
1767955929.1931615,2285.80,1.77,send_ack_simulated
1767955929.1936474,2285.80,0.03,send_ack_simulated
1767955957.2040892,2313.81,0.07,send_ack_simulated
1767955957.2066052,2313.81,0.43,send_ack_simulated
1767955957.2088108,2313.82,0.09,send_ack_simulated
1767955957.2094684,2313.82,0.40,send_ack_simulated
1767955957.2098322,2313.82,1.49,send_ack_simulated
1767955957.2101629,2313.82,0.27,send_ack_simulated
1767955985.222242,2341.83,0.07,send_ack_simulated
1767955985.223907,2341.83,0.77,send_ack_simulated
1767955985.2244778,2341.83,0.03,send_ack_simulated
1767955985.2251885,2341.83,0.05,send_ack_simulated
1767955985.225882,2341.83,0.04,send_ack_simulated
1767955985.2263036,2341.83,2.17,send_ack_simulated
1767955985.2265403,2341.83,0.05,send_ack_simulated
1767955985.2268236,2341.84,0.31,send_ack_simulated
1767955985.2271657,2341.84,0.21,send_ack_simulated
1767955985.2274077,2341.84,0.11,send_ack_simulated
1767955985.2275882,2341.84,0.09,send_ack_simulated
1767955985.2278287,2341.84,0.12,send_ack_simulated
1767956013.2392511,2369.85,1.69,send_ack_simulated
1767956013.2403593,2369.85,0.03,send_ack_simulated
1767956013.2412775,2369.85,0.02,send_ack_simulated
1767956013.2423055,2369.85,0.03,send_ack_simulated
1767956013.2427046,2369.85,0.10,send_ack_simulated
1767956013.2429488,2369.85,0.04,send_ack_simulated
1767956013.243195,2369.85,0.31,send_ack_simulated
1767956013.2434704,2369.85,0.26,send_ack_simulated
1767956013.2437763,2369.85,0.20,send_ack_simulated
1767956013.2440403,2369.85,0.02,send_ack_simulated
1767956013.2443037,2369.85,0.11,send_ack_simulated
1767956013.2445338,2369.85,0.08,send_ack_simulated
1767956013.2448113,2369.85,0.01,send_ack_simulated
1767956041.2528057,2397.86,0.03,send_ack_simulated
1767956041.254435,2397.86,0.52,send_ack_simulated
1767956041.2548153,2397.86,0.05,send_ack_simulated
1767956041.2556071,2397.86,0.39,send_ack_simulated
1767956041.2561848,2397.86,0.46,send_ack_simulated
1767956041.2565818,2397.86,0.02,send_ack_simulated
1767956041.2568417,2397.87,0.02,send_ack_simulated
1767956041.2571173,2397.87,2.02,send_ack_simulated
1767956041.257465,2397.87,1.09,send_ack_simulated
1767956041.257879,2397.87,0.79,send_ack_simulated
1767956041.2581592,2397.87,0.03,send_ack_simulated
1767956041.2584035,2397.87,0.12,send_ack_simulated
1767956069.2681892,2425.88,1.48,send_ack_simulated
1767956069.269853,2425.88,0.08,send_ack_simulated
1767956069.271603,2425.88,0.09,send_ack_simulated
1767956069.2729104,2425.88,0.02,send_ack_simulated
1767956069.2731724,2425.88,0.60,send_ack_simulated
1767956069.273422,2425.88,1.01,send_ack_simulated
1767956069.2737064,2425.88,0.18,send_ack_simulated
1767956097.2861176,2453.89,0.83,send_ack_simulated
1767956097.2878468,2453.90,0.48,send_ack_simulated
1767956097.2893527,2453.90,0.07,send_ack_simulated
1767956097.289681,2453.90,0.75,send_ack_simulated
1767956097.289889,2453.90,0.52,send_ack_simulated
1767956097.2901142,2453.90,0.08,send_ack_simulated
1767956097.290401,2453.90,0.02,send_ack_simulated
1767956097.2907226,2453.90,0.45,send_ack_simulated
1767956097.291025,2453.90,1.13,send_ack_simulated
1767956097.2915258,2453.90,0.25,send_ack_simulated
1767956097.2921224,2453.90,0.79,send_ack_simulated
1767956097.2923942,2453.90,0.06,send_ack_simulated
1767956125.3001459,2481.91,0.11,send_ack_simulated
1767956125.3031664,2481.91,1.75,send_ack_simulated
1767956125.304216,2481.91,0.04,send_ack_simulated
1767956125.3045883,2481.91,0.74,send_ack_simulated
1767956125.3050063,2481.91,0.35,send_ack_simulated
1767956125.3052862,2481.91,0.40,send_ack_simulated
1767956125.3055887,2481.91,0.12,send_ack_simulated
1767956125.3058805,2481.91,0.63,send_ack_simulated
1767956125.3061466,2481.91,1.00,send_ack_simulated
1767956125.3064563,2481.91,1.63,send_ack_simulated
1767956125.3066905,2481.92,0.22,send_ack_simulated
1767956125.3069627,2481.92,0.62,send_ack_simulated
1767956125.3071356,2481.92,0.14,send_ack_simulated
1767956125.3074422,2481.92,0.15,send_ack_simulated
1767956125.3076093,2481.92,0.04,send_ack_simulated
1767956153.3150136,2509.92,0.13,send_ack_simulated
1767956153.3163006,2509.92,0.05,send_ack_simulated
1767956153.3172746,2509.93,0.35,send_ack_simulated
1767956153.3179002,2509.93,0.07,send_ack_simulated
1767956153.3193004,2509.93,2.28,send_ack_simulated
1767956153.319623,2509.93,0.97,send_ack_simulated
1767956153.3200192,2509.93,0.06,send_ack_simulated
1767956153.3203638,2509.93,0.92,send_ack_simulated
1767956153.3206356,2509.93,0.69,send_ack_simulated
1767956153.3210654,2509.93,0.18,send_ack_simulated
1767956181.330892,2537.94,0.14,send_ack_simulated
1767956181.334065,2537.94,0.12,send_ack_simulated
1767956181.3353343,2537.94,0.32,send_ack_simulated
1767956181.3370464,2537.95,1.09,send_ack_simulated
1767956181.3373387,2537.95,0.06,send_ack_simulated
1767956181.337611,2537.95,1.06,send_ack_simulated
1767956181.3379912,2537.95,0.44,send_ack_simulated
1767956181.3383486,2537.95,0.02,send_ack_simulated
1767956209.349304,2565.96,0.04,send_ack_simulated
1767956209.3518245,2565.96,0.68,send_ack_simulated
1767956209.3529963,2565.96,0.05,send_ack_simulated
1767956209.35391,2565.96,0.84,send_ack_simulated
1767956209.3542247,2565.96,0.07,send_ack_simulated
1767956209.3546293,2565.96,0.03,send_ack_simulated
1767956209.3548734,2565.96,0.37,send_ack_simulated
1767956209.3550327,2565.96,0.39,send_ack_simulated
1767956209.3554373,2565.96,0.03,send_ack_simulated
1767956237.3641288,2593.97,1.18,send_ack_simulated
1767956237.3668156,2593.98,0.06,send_ack_simulated
1767956237.3676126,2593.98,0.08,send_ack_simulated
1767956237.3683302,2593.98,0.02,send_ack_simulated
1767956237.3686903,2593.98,0.04,send_ack_simulated
1767956237.369072,2593.98,1.75,send_ack_simulated
1767956237.3692524,2593.98,0.78,send_ack_simulated
1767956237.3695211,2593.98,0.73,send_ack_simulated
1767956237.369838,2593.98,0.03,send_ack_simulated
1767956237.3701572,2593.98,0.03,send_ack_simulated
1767956237.3704467,2593.98,0.10,send_ack_simulated
1767956237.3707802,2593.98,0.04,send_ack_simulated
1767956265.3799171,2621.99,0.11,send_ack_simulated
1767956265.3812287,2621.99,0.98,send_ack_simulated
1767956265.3839314,2621.99,0.08,send_ack_simulated
1767956265.3852913,2621.99,0.09,send_ack_simulated
1767956265.3856122,2621.99,0.03,send_ack_simulated
1767956265.3859563,2621.99,2.16,send_ack_simulated
1767956265.386322,2621.99,1.64,send_ack_simulated
1767956265.3866627,2622.00,0.27,send_ack_simulated
1767956265.3868418,2622.00,0.94,send_ack_simulated
1767956265.3870418,2622.00,0.02,send_ack_simulated
1767956265.3871334,2622.00,0.02,send_ack_simulated
1767956265.3873618,2622.00,0.06,send_ack_simulated
1767956293.3974986,2650.01,0.74,send_ack_simulated
1767956293.3996084,2650.01,0.03,send_ack_simulated
1767956293.4005096,2650.01,0.54,send_ack_simulated
1767956293.4014113,2650.01,0.39,send_ack_simulated
1767956293.4018838,2650.01,0.03,send_ack_simulated
1767956293.4021523,2650.01,0.36,send_ack_simulated
1767956293.402573,2650.01,0.31,send_ack_simulated
1767956293.4027712,2650.01,1.00,send_ack_simulated
1767956293.403172,2650.01,0.04,send_ack_simulated
1767956321.4130929,2678.02,0.03,send_ack_simulated
1767956321.4157774,2678.02,0.02,send_ack_simulated
1767956321.4163644,2678.02,0.02,send_ack_simulated
1767956321.4173477,2678.03,0.84,send_ack_simulated
1767956321.4176672,2678.03,0.03,send_ack_simulated
1767956321.41798,2678.03,0.04,send_ack_simulated
1767956321.4182317,2678.03,0.35,send_ack_simulated
1767956321.4184003,2678.03,0.02,send_ack_simulated
1767956321.418731,2678.03,0.26,send_ack_simulated
1767956321.4189289,2678.03,0.13,send_ack_simulated
1767956349.427302,2706.04,0.27,send_ack_simulated
1767956349.4311013,2706.04,0.11,send_ack_simulated
1767956349.4339232,2706.04,0.03,send_ack_simulated
1767956349.436139,2706.04,0.65,send_ack_simulated
1767956349.436792,2706.05,0.74,send_ack_simulated
1767956349.4371002,2706.05,0.40,send_ack_simulated
1767956349.4373071,2706.05,0.05,send_ack_simulated
1767956349.437691,2706.05,0.08,send_ack_simulated
1767956377.4467793,2734.06,0.04,send_ack_simulated
1767956377.4498467,2734.06,1.23,send_ack_simulated
1767956377.450829,2734.06,0.43,send_ack_simulated
1767956377.4526916,2734.06,0.40,send_ack_simulated
1767956377.4533303,2734.06,0.85,send_ack_simulated
1767956377.4537046,2734.06,0.33,send_ack_simulated
1767956405.4632468,2762.07,0.30,send_ack_simulated
1767956405.464922,2762.07,0.03,send_ack_simulated
1767956405.4660635,2762.07,0.49,send_ack_simulated
1767956405.4666107,2762.07,0.47,send_ack_simulated
1767956405.4674685,2762.08,0.49,send_ack_simulated
1767956405.4682584,2762.08,0.27,send_ack_simulated
1767956405.4687538,2762.08,0.55,send_ack_simulated
1767956405.4691174,2762.08,1.02,send_ack_simulated
1767956405.469561,2762.08,0.03,send_ack_simulated
1767956405.4703093,2762.08,0.96,send_ack_simulated
1767956405.4708073,2762.08,0.28,send_ack_simulated
1767956433.484352,2790.09,0.90,send_ack_simulated
1767956433.4853148,2790.09,0.03,send_ack_simulated
1767956433.4862604,2790.09,0.02,send_ack_simulated
1767956433.486836,2790.10,0.13,send_ack_simulated
1767956433.487679,2790.10,0.08,send_ack_simulated
1767956433.4882066,2790.10,0.37,send_ack_simulated
1767956433.488397,2790.10,0.30,send_ack_simulated
1767956433.4887471,2790.10,0.62,send_ack_simulated
1767956433.489125,2790.10,0.28,send_ack_simulated
1767956433.489378,2790.10,0.60,send_ack_simulated
1767956433.4896665,2790.10,0.06,send_ack_simulated
1767956433.4899552,2790.10,0.03,send_ack_simulated
1767956433.490249,2790.10,0.08,send_ack_simulated
1767956433.4905155,2790.10,0.16,send_ack_simulated
1767956433.4907413,2790.10,0.08,send_ack_simulated
1767956433.4909945,2790.10,0.11,send_ack_simulated
1767956461.4994652,2818.11,1.01,send_ack_simulated
1767956461.5026762,2818.11,0.68,send_ack_simulated
1767956461.5031726,2818.11,0.06,send_ack_simulated
1767956461.5034049,2818.11,0.53,send_ack_simulated
1767956461.503605,2818.11,0.92,send_ack_simulated
1767956461.5039904,2818.11,0.02,send_ack_simulated
1767956461.5043776,2818.11,0.32,send_ack_simulated
1767956461.504545,2818.11,0.04,send_ack_simulated
1767956461.5047114,2818.11,0.06,send_ack_simulated
1767956461.5049171,2818.11,0.05,send_ack_simulated
