timestamp,elapsed_sec,vip_sent_rate,normal_sent_rate,total_sent_rate,errors_rate
1768135427.606946,129.67,0,0,0,0
1768135428.6667852,130.73,0,0,0,0
1768135429.7175858,131.78,0,0,0,0
1768135430.768026,132.84,0,0,0,0
1768135431.7856305,133.85,0,0,0,0
1768135432.8290374,134.90,0,0,0,0
1768135433.8696551,135.94,0,0,0,0
1768135434.9226568,136.99,0,0,0,0
1768135435.96248,138.03,0,0,0,0
1768135437.012876,139.08,0,0,0,0
1768135438.0413072,140.11,0,0,0,0
1768135439.089283,141.16,0,0,0,0
1768135440.1269734,142.19,0,0,0,0
1768135441.1629417,143.23,0,0,0,0
1768135442.206636,144.27,0,0,0,0
1768135443.2504945,145.32,0,0,0,0
1768135444.311679,146.38,0,0,0,0
1768135445.371302,147.44,0,0,0,0
1768135446.439113,148.51,0,0,0,0
1768135447.5089252,149.58,0,0,0,0
1768135448.566831,150.63,0,0,0,0
1768135449.6104665,151.68,0,0,0,0
1768135450.645358,152.71,0,0,0,0
1768135451.7328837,153.80,0,0,0,0
1768135452.8031466,154.87,0,0,0,0
1768135453.8393059,155.91,0,0,0,0
1768135454.8983095,156.97,0,0,0,0
1768135455.9665694,158.03,0,0,0,0
1768135457.0137677,159.08,0,0,0,0
1768135458.0688405,160.14,0,0,0,0
1768135459.1293592,161.20,0,0,0,0
1768135460.1994092,162.27,0,0,0,0
1768135461.2610588,163.33,0,0,0,0
1768135462.3159187,164.38,0,0,0,0
1768135463.381096,165.45,0,0,0,0
1768135464.42012,166.49,0,0,0,0
1768135465.4653199,167.53,0,0,0,0
1768135466.5020962,168.57,0,0,0,0
1768135467.546946,169.61,0,0,0,0
1768135468.597063,170.66,0,0,0,0
1768135469.637803,171.71,0,0,0,0
1768135470.6888595,172.76,0,0,0,0
1768135471.729706,173.80,0,0,0,0
1768135472.7775924,174.84,0,0,0,0
1768135473.846191,175.91,0,0,0,0
1768135474.902848,176.97,0,0,0,0
1768135475.9682744,178.04,0,0,0,0
1768135477.0402377,179.11,0,0,0,0
1768135478.0979414,180.17,0,0,0,0
1768135479.1472435,181.21,0,0,0,0
1768135480.1728182,182.24,0,0,0,0
1768135481.2038336,183.27,0,0,0,0
1768135482.2574248,184.32,0,0,0,0
1768135483.3306706,185.40,0,0,0,0
1768135484.3907747,186.46,0,0,0,0
1768135485.4702864,187.54,0,0,0,0
1768135486.5556223,188.62,0,0,0,0
1768135487.6224687,189.69,0,0,0,0
1768135488.6925633,190.76,0,0,0,0
1768135489.7831533,191.85,0,0,0,0
1768135490.8451896,192.91,0,0,0,0
1768135491.9103703,193.98,0,0,0,0
1768135493.0226824,195.09,0,0,0,0
1768135494.1011317,196.17,0,0,0,0
1768135495.1640139,197.23,0,0,0,0
1768135496.2364757,198.30,0,0,0,0
1768135497.3138633,199.38,0,0,0,0
1768135498.3778462,200.45,0,0,0,0
1768135499.4448845,201.51,0,0,0,0
1768135500.5138035,202.58,0,0,0,0
1768135501.5549273,203.62,0,0,0,0
1768135502.6011162,204.67,0,0,0,0
1768135503.6560094,205.72,0,0,0,0
1768135504.7313933,206.80,0,0,0,0
1768135505.8492548,207.92,0,0,0,0
1768135506.9135952,208.98,0,0,0,0
1768135507.9642591,210.03,0,0,0,0
1768135509.0194852,211.09,0,0,0,0
1768135510.080921,212.15,0,0,0,0
1768135511.1627972,213.23,0,0,0,0
1768135512.210828,214.28,0,0,0,0
1768135513.3450277,215.41,0,0,0,0
1768135514.4046414,216.47,0,0,0,0
1768135515.485761,217.55,0,0,0,0
1768135516.555605,218.62,0,0,0,0
1768135517.6491873,219.72,0,0,0,0
1768135518.7256293,220.79,0,0,0,0
1768135519.7845182,221.85,0,0,0,0
1768135520.8508015,222.92,0,0,0,0
1768135521.920746,223.99,0,0,0,0
1768135522.9745283,225.04,0,0,0,0
1768135524.0285163,226.10,0,0,0,0
1768135525.1103818,227.18,0,0,0,0
1768135526.175097,228.24,0,0,0,0
1768135527.2412841,229.31,0,0,0,0
1768135528.3112352,230.38,0,0,0,0
1768135529.371343,231.44,0,0,0,0
1768135530.4494889,232.52,0,0,0,0
1768135531.4932718,233.56,0,0,0,0
1768135532.5803702,234.65,0,0,0,0
1768135533.6698945,235.74,0,0,0,0
1768135534.7404237,236.81,0,0,0,0
1768135535.8172004,237.88,0,0,0,0
1768135536.8879263,238.96,0,0,0,0
1768135537.977266,240.04,0,0,0,0
1768135539.0677903,241.14,0,0,0,0
1768135540.1215434,242.19,0,0,0,0
1768135541.221371,243.29,0,0,0,0
1768135542.2993758,244.37,0,0,0,0
1768135543.3801963,245.45,0,0,0,0
1768135544.4458177,246.51,0,0,0,0
1768135545.5349877,247.60,0,0,0,0
1768135546.6003199,248.67,0,0,0,0
1768135547.6765177,249.74,0,0,0,0
1768135548.7614174,250.83,0,0,0,0
1768135549.8681831,251.94,0,0,0,0
1768135550.9333959,253.00,0,0,0,0
1768135551.998461,254.07,0,0,0,0
1768135553.0919144,255.16,0,0,0,0
1768135554.1863565,256.25,0,0,0,0
1768135555.2840326,257.35,0,0,0,0
1768135556.3618183,258.43,0,0,0,0
1768135557.423352,259.49,0,0,0,0
1768135558.4873276,260.55,0,0,0,0
1768135559.5531304,261.62,0,0,0,0
1768135560.6234279,262.69,0,0,0,0
1768135561.696961,263.76,0,0,0,0
1768135562.777794,264.85,0,0,0,0
1768135563.8159559,265.88,0,0,0,0
1768135564.8537464,266.92,0,0,0,0
1768135565.9158065,267.98,0,0,0,0
1768135567.0017598,269.07,0,0,0,0
1768135568.0228848,270.09,0,0,0,0
1768135569.0732265,271.14,0,0,0,0
1768135570.1238308,272.19,0,0,0,0
1768135571.17911,273.25,0,0,0,0
1768135572.2662828,274.33,0,0,0,0
1768135573.377654,275.44,0,0,0,0
1768135574.445036,276.51,0,0,0,0
1768135575.5157166,277.58,0,0,0,0
1768135576.5658667,278.63,0,0,0,0
1768135577.6721852,279.74,0,0,0,0
1768135578.758394,280.83,0,0,0,0
1768135579.8437247,281.91,0,0,0,0
1768135580.9545436,283.02,0,0,0,0
1768135582.0625567,284.13,0,0,0,0
1768135583.106123,285.17,0,0,0,0
1768135584.1714532,286.24,0,0,0,0
1768135585.2723365,287.34,0,0,0,0
1768135586.3690035,288.44,0,0,0,0
1768135587.473357,289.54,0,0,0,0
1768135588.526107,290.59,0,0,0,0
1768135589.655234,291.72,0,0,0,0
1768135590.7410228,292.81,0,0,0,0
1768135591.826624,293.89,0,0,0,0
1768135592.8951163,294.96,0,0,0,0
1768135593.9957938,296.06,0,0,0,0
1768135595.0948994,297.16,0,0,0,0
1768135596.2174716,298.28,0,0,0,0
1768135597.2937613,299.36,0,0,0,0
1768135598.3944612,300.46,0,0,0,0
1768135599.4743805,301.54,0,0,0,0
1768135600.6354218,302.70,0,0,0,0
1768135601.6948004,303.76,0,0,0,0
1768135602.763156,304.83,0,0,0,0
1768135603.8292994,305.90,0,0,0,0
1768135604.8945699,306.96,0,0,0,0
1768135606.0177088,308.09,0,0,0,0
1768135607.0925891,309.16,0,0,0,0
1768135608.2509751,310.32,0,0,0,0
1768135609.3344176,311.40,0,0,0,0
1768135610.4392498,312.51,0,0,0,0
1768135611.550919,313.62,0,0,0,0
1768135612.6116986,314.68,0,0,0,0
1768135613.706903,315.77,0,0,0,0
1768135614.77639,316.84,0,0,0,0
1768135615.8683784,317.94,0,0,0,0
1768135616.9369466,319.00,0,0,0,0
1768135618.0133722,320.08,0,0,0,0
1768135619.082967,321.15,0,0,0,0
1768135620.1818974,322.25,0,0,0,0
1768135621.235155,323.30,0,0,0,0
1768135622.3193452,324.39,0,0,0,0
1768135623.3806067,325.45,0,0,0,0
1768135624.4982939,326.57,0,0,0,0
1768135625.5897894,327.66,0,0,0,0
1768135626.6331356,328.70,0,0,0,0
1768135627.7305527,329.80,0,0,0,0
1768135628.831938,330.90,0,0,0,0
1768135629.8838005,331.95,0,0,0,0
1768135630.9534335,333.02,0,0,0,0
1768135632.0774052,334.14,0,0,0,0
1768135633.2095356,335.28,0,0,0,0
1768135634.2902727,336.36,0,0,0,0
1768135635.4048007,337.47,0,0,0,0
1768135636.5187302,338.59,0,0,0,0
1768135637.6028821,339.67,0,0,0,0
1768135638.6968396,340.76,0,0,0,0
1768135639.760244,341.83,0,0,0,0
1768135640.8311386,342.90,0,0,0,0
1768135641.9010034,343.97,0,0,0,0
1768135642.9760613,345.04,0,0,0,0
1768135644.0505388,346.12,0,0,0,0
1768135645.1260622,347.19,0,0,0,0
1768135646.2127507,348.28,0,0,0,0
1768135647.3247528,349.39,0,0,0,0
1768135648.3849828,350.45,0,0,0,0
1768135649.4758375,351.54,0,0,0,0
1768135650.570388,352.64,0,0,0,0
1768135651.666144,353.73,0,0,0,0
1768135652.7634587,354.83,0,0,0,0
1768135653.8329751,355.90,0,0,0,0
1768135654.9322395,357.00,0,0,0,0
1768135656.0297196,358.10,0,0,0,0
1768135657.0786116,359.15,0,0,0,0
1768135658.1870167,360.25,0,0,0,0
1768135659.3013108,361.37,0,0,0,0
1768135660.3542137,362.42,0,0,0,0
1768135661.4717271,363.54,0,0,0,0
1768135662.5589936,364.63,0,0,0,0
1768135663.637761,365.71,0,0,0,0
1768135664.7219453,366.79,0,0,0,0
1768135665.8348873,367.90,0,0,0,0
1768135666.9504287,369.02,0,0,0,0
1768135668.1030533,370.17,0,0,0,0
1768135669.2243943,371.29,0,0,0,0
1768135670.3772578,372.44,0,0,0,0
1768135671.472276,373.54,0,0,0,0
1768135672.5714247,374.64,0,0,0,0
1768135673.6437483,375.71,0,0,0,0
1768135674.7472928,376.81,0,0,0,0
1768135675.8543186,377.92,0,0,0,0
1768135676.9637554,379.03,0,0,0,0
1768135678.0457318,380.11,0,0,0,0
1768135679.1569228,381.22,0,0,0,0
1768135680.2426426,382.31,0,0,0,0
1768135681.3604374,383.43,0,0,0,0
1768135682.45216,384.52,0,0,0,0
1768135683.5195694,385.59,0,0,0,0
1768135684.6140327,386.68,0,0,0,0
1768135685.681444,387.75,0,0,0,0
1768135686.7800024,388.85,0,0,0,0
1768135687.881396,389.95,0,0,0,0
1768135688.96211,391.03,0,0,0,0
1768135690.0360613,392.10,0,0,0,0
1768135691.1184502,393.19,0,0,0,0
1768135692.2081952,394.28,0,0,0,0
1768135693.2916439,395.36,0,0,0,0
1768135694.3740344,396.44,0,0,0,0
1768135695.5198135,397.59,0,0,0,0
1768135696.6383893,398.71,0,0,0,0
1768135697.7591124,399.83,0,0,0,0
1768135698.9121137,400.98,0,0,0,0
1768135699.996994,402.06,0,0,0,0
1768135701.178743,403.25,0,0,0,0
1768135702.2129085,404.28,0,0,0,0
1768135703.3416562,405.41,0,0,0,0
1768135704.440536,406.51,0,0,0,0
1768135705.513063,407.58,0,0,0,0
1768135706.5647924,408.63,0,0,0,0
1768135707.6478975,409.72,0,0,0,0
1768135708.7608345,410.83,0,0,0,0
1768135709.8815436,411.95,0,0,0,0
1768135710.9718492,413.04,0,0,0,0
1768135712.05555,414.12,0,0,0,0
1768135713.1422138,415.21,0,0,0,0
1768135714.2633514,416.33,0,0,0,0
1768135715.4239156,417.49,0,0,0,0
1768135716.4807384,418.55,0,0,0,0
1768135717.5709095,419.64,0,0,0,0
1768135718.7054505,420.77,0,0,0,0
1768135719.8091245,421.88,0,0,0,0
1768135720.9140832,422.98,0,0,0,0
1768135722.0513837,424.12,0,0,0,0
1768135723.1538815,425.22,0,0,0,0
1768135724.2626548,426.33,0,0,0,0
1768135725.3378942,427.41,0,0,0,0
1768135726.4786253,428.55,0,0,0,0
1768135727.5299249,429.60,0,0,0,0
1768135728.6098654,430.68,0,0,0,0
1768135729.7223098,431.79,0,0,0,0
1768135730.8060963,432.87,0,0,0,0
1768135731.9294674,434.00,0,0,0,0
1768135733.0170162,435.08,0,0,0,0
1768135734.1411347,436.21,0,0,0,0
1768135735.3046412,437.37,0,0,0,0
1768135736.4675882,438.53,0,0,0,0
1768135737.5905719,439.66,0,0,0,0
1768135738.6924882,440.76,0,0,0,0
1768135739.8212867,441.89,0,0,0,0
1768135740.9178133,442.99,0,0,0,0
1768135742.0164516,444.08,0,0,0,0
1768135743.127667,445.19,0,0,0,0
1768135744.285388,446.35,0,0,0,0
1768135745.4070992,447.47,0,0,0,0
1768135746.622126,448.69,0,0,0,0
1768135747.8857422,449.95,0,0,0,0
1768135749.0170317,451.08,0,0,0,0
1768135750.1905715,452.26,0,0,0,0
1768135751.3655205,453.43,0,0,0,0
1768135752.6352491,454.70,0,0,0,0
1768135753.8186178,455.89,0,0,0,0
1768135754.9541643,457.02,0,0,0,0
1768135756.1866555,458.25,0,0,0,0
1768135757.4206324,459.49,0,0,0,0
1768135758.6117692,460.68,0,0,0,0
1768135759.796669,461.86,0,0,0,0
1768135760.937022,463.00,0,0,0,0
1768135762.084058,464.15,0,0,0,0
1768135763.232219,465.30,0,0,0,0
1768135764.4234388,466.49,0,0,0,0
1768135765.520354,467.59,0,0,0,0
1768135766.6811264,468.75,0,0,0,0
1768135767.8110502,469.88,0,0,0,0
1768135768.9442694,471.01,0,0,0,0
1768135770.081014,472.15,0,0,0,0
1768135771.21513,473.28,0,0,0,0
1768135772.3524415,474.42,0,0,0,0
1768135773.4868367,475.55,0,0,0,0
1768135774.6265886,476.69,0,0,0,0
1768135775.7682607,477.84,0,0,0,0
1768135776.8769515,478.94,0,0,0,0
1768135778.0189576,480.09,0,0,0,0
1768135779.1333456,481.20,0,0,0,0
1768135780.2095964,482.28,0,0,0,0
1768135781.2893577,483.36,0,0,0,0
1768135782.44083,484.51,0,0,0,0
1768135783.558485,485.63,0,0,0,0
1768135784.6480405,486.72,0,0,0,0
1768135785.7337413,487.80,0,0,0,0
1768135786.859465,488.93,0,0,0,0
1768135787.9508934,490.02,0,0,0,0
1768135789.0766408,491.14,0,0,0,0
1768135790.2398589,492.31,0,0,0,0
1768135791.3700082,493.44,0,0,0,0
1768135792.4648352,494.53,0,0,0,0
1768135793.5649533,495.63,0,0,0,0
1768135794.701129,496.77,0,0,0,0
1768135795.8417234,497.91,0,0,0,0
1768135796.9845078,499.05,0,0,0,0
1768135798.162758,500.23,0,0,0,0
1768135799.2619965,501.33,0,0,0,0
1768135800.4002893,502.47,0,0,0,0
1768135801.4723067,503.54,0,0,0,0
1768135802.5809925,504.65,0,0,0,0
1768135803.6995206,505.77,0,0,0,0
1768135804.8096704,506.88,0,0,0,0
1768135805.8909748,507.96,0,0,0,0
1768135807.0031707,509.07,0,0,0,0
1768135808.1598923,510.23,0,0,0,0
1768135809.2441742,511.31,0,0,0,0
1768135810.3223228,512.39,0,0,0,0
1768135811.4474468,513.51,0,0,0,0
1768135812.5379615,514.61,0,0,0,0
1768135813.6671805,515.73,0,0,0,0
1768135814.7288313,516.80,0,0,0,0
1768135815.7855692,517.85,0,0,0,0
1768135816.9204729,518.99,0,0,0,0
1768135818.0149987,520.08,0,0,0,0
1768135819.1165798,521.18,0,0,0,0
1768135820.2509737,522.32,0,0,0,0
1768135821.3575895,523.42,0,0,0,0
1768135822.4569674,524.52,0,0,0,0
1768135823.6021981,525.67,0,0,0,0
1768135824.7485108,526.82,0,0,0,0
1768135825.9264581,527.99,0,0,0,0
1768135827.1139958,529.18,0,0,0,0
1768135828.2607844,530.33,0,0,0,0
1768135829.409745,531.48,0,0,0,0
1768135830.5590756,532.63,0,0,0,0
1768135831.7115993,533.78,0,0,0,0
1768135832.8658154,534.93,0,0,0,0
1768135833.9485881,536.02,0,0,0,0
1768135835.0727055,537.14,0,0,0,0
1768135836.2642636,538.33,0,0,0,0
1768135837.3875685,539.45,0,0,0,0
1768135838.439853,540.51,0,0,0,0
1768135839.561647,541.63,0,0,0,0
1768135840.6474829,542.71,0,0,0,0
1768135841.7788289,543.85,0,0,0,0
1768135842.949207,545.02,0,0,0,0
1768135844.0058737,546.07,0,0,0,0
1768135845.1123827,547.18,0,0,0,0
1768135846.1697655,548.24,0,0,0,0
1768135847.2407384,549.31,0,0,0,0
1768135848.3372004,550.40,0,0,0,0
1768135849.4416542,551.51,0,0,0,0
1768135850.620961,552.69,0,0,0,0
1768135851.764503,553.83,0,0,0,0
1768135852.866624,554.93,0,0,0,0
1768135853.968787,556.04,0,0,0,0
1768135855.1128297,557.18,0,0,0,0
1768135856.215799,558.28,0,0,0,0
1768135857.3215666,559.39,0,0,0,0
1768135858.4626656,560.53,0,0,0,0
1768135859.567729,561.64,0,0,0,0
1768135860.6828868,562.75,0,0,0,0
1768135861.8717937,563.94,0,0,0,0
1768135863.0298963,565.10,0,0,0,0
1768135864.186761,566.25,0,0,0,0
1768135865.298172,567.37,0,0,0,0
1768135866.4900064,568.56,0,0,0,0
1768135867.6049204,569.67,0,0,0,0
1768135868.7230597,570.79,0,0,0,0
1768135869.8060915,571.87,0,0,0,0
1768135870.9644735,573.03,0,0,0,0
1768135872.1258066,574.19,0,0,0,0
1768135873.2469482,575.31,0,0,0,0
1768135874.3704631,576.44,0,0,0,0
1768135875.4980218,577.57,0,0,0,0
1768135876.6634,578.73,0,0,0,0
1768135877.8738596,579.94,0,0,0,0
1768135878.9658947,581.03,0,0,0,0
1768135880.0272794,582.09,0,0,0,0
1768135881.169351,583.24,0,0,0,0
1768135882.2627594,584.33,0,0,0,0
1768135883.3556502,585.42,0,0,0,0
1768135884.4944806,586.56,0,0,0,0
1768135885.6265898,587.69,0,0,0,0
1768135886.761843,588.83,0,0,0,0
1768135887.8648055,589.93,0,0,0,0
1768135889.0444143,591.11,0,0,0,0
1768135890.1849916,592.25,0,0,0,0
1768135891.3708887,593.44,0,0,0,0
1768135892.5211596,594.59,0,0,0,0
1768135893.6742852,595.74,0,0,0,0
1768135894.7879982,596.86,0,0,0,0
1768135896.0187664,598.09,0,0,0,0
1768135897.1309893,599.20,0,0,0,0
1768135898.2432423,600.31,0,0,0,0
1768135899.4359827,601.50,0,0,0,0
1768135900.5506265,602.62,0,0,0,0
1768135901.7075343,603.77,0,0,0,0
1768135902.8249018,604.89,0,0,0,0
1768135903.9409313,606.01,0,0,0,0
1768135905.1066391,607.17,0,0,0,0
1768135906.2308843,608.30,0,0,0,0
1768135907.3601117,609.43,0,0,0,0
1768135908.488797,610.56,0,0,0,0
1768135909.5761926,611.64,0,0,0,0
1768135910.7004383,612.77,0,0,0,0
1768135911.868448,613.94,0,0,0,0
1768135913.0375636,615.10,0,0,0,0
1768135914.2081103,616.28,0,0,0,0
1768135915.3449905,617.41,0,0,0,0
1768135916.4825976,618.55,0,0,0,0
1768135917.5885494,619.66,0,0,0,0
1768135918.7339914,620.80,0,0,0,0
1768135919.8998284,621.97,0,0,0,0
1768135921.1552885,623.22,0,0,0,0
1768135922.2522001,624.32,0,0,0,0
1768135923.3913996,625.46,0,0,0,0
1768135924.493861,626.56,0,0,0,0
1768135925.598035,627.67,0,0,0,0
1768135926.7013774,628.77,0,0,0,0
1768135927.784937,629.85,0,0,0,0
1768135928.9826877,631.05,0,0,0,0
1768135930.0919547,632.16,0,0,0,0
1768135931.2846725,633.35,0,0,0,0
1768135932.3921661,634.46,0,0,0,0
1768135933.582384,635.65,0,0,0,0
1768135934.7389784,636.81,0,0,0,0
1768135935.8536606,637.92,0,0,0,0
1768135937.0071394,639.07,0,0,0,0
1768135938.163601,640.23,0,0,0,0
1768135939.2741692,641.34,0,0,0,0
1768135940.3931177,642.46,0,0,0,0
1768135941.5552678,643.62,0,0,0,0
1768135942.7185974,644.79,0,0,0,0
1768135943.8825068,645.95,0,0,0,0
1768135945.0872605,647.15,0,0,0,0
1768135946.2515008,648.32,0,0,0,0
1768135947.418187,649.49,0,0,0,0
1768135948.5417283,650.61,0,0,0,0
1768135949.6757462,651.74,0,0,0,0
1768135950.8474593,652.91,0,0,0,0
1768135952.0173795,654.08,0,0,0,0
1768135953.143202,655.21,0,0,0,0
1768135954.2714388,656.34,0,0,0,0
1768135955.4060595,657.47,0,0,0,0
1768135956.4964895,658.56,0,0,0,0
1768135957.6722836,659.74,0,0,0,0
1768135958.8102648,660.88,0,0,0,0
1768135959.9496682,662.02,0,0,0,0
1768135961.0537283,663.12,0,0,0,0
1768135962.151948,664.22,0,0,0,0
1768135963.2539973,665.32,0,0,0,0
1768135964.432152,666.50,0,0,0,0
1768135965.5734057,667.64,0,0,0,0
1768135966.668995,668.74,0,0,0,0
1768135967.8150716,669.88,0,0,0,0
1768135968.914399,670.98,0,0,0,0
1768135970.0592306,672.13,0,0,0,0
1768135971.2104251,673.28,0,0,0,0
1768135972.2811928,674.35,0,0,0,0
1768135973.4316401,675.50,0,0,0,0
1768135974.58532,676.65,0,0,0,0
1768135975.6995263,677.77,0,0,0,0
1768135976.8534048,678.92,0,0,0,0
1768135977.9653463,680.03,0,0,0,0
1768135979.1245017,681.19,0,0,0,0
1768135980.2852683,682.35,0,0,0,0
1768135981.400261,683.47,0,0,0,0
1768135982.5534608,684.62,0,0,0,0
1768135983.6748424,685.74,0,0,0,0
1768135984.8355515,686.90,0,0,0,0
1768135986.0462089,688.11,0,0,0,0
1768135987.1514874,689.22,0,0,0,0
1768135988.3222184,690.39,0,0,0,0
1768135989.4486072,691.52,0,0,0,0
1768135990.5763342,692.64,0,0,0,0
1768135991.7132015,693.78,0,0,0,0
1768135992.8803773,694.95,0,0,0,0
1768135993.9324086,696.00,0,0,0,0
1768135995.0884912,697.16,0,0,0,0
1768135996.2010372,698.27,0,0,0,0
1768135997.345436,699.41,0,0,0,0
1768135998.4471464,700.51,0,0,0,0
1768135999.6157973,701.68,0,0,0,0
1768136000.720594,702.79,0,0,0,0
1768136001.865598,703.93,0,0,0,0
1768136002.9920497,705.06,0,0,0,0
1768136004.1432853,706.21,0,0,0,0
1768136005.2969491,707.36,0,0,0,0
1768136006.4620426,708.53,0,0,0,0
1768136007.6629293,709.73,0,0,0,0
1768136008.777281,710.84,0,0,0,0
1768136009.9361646,712.00,0,0,0,0
1768136011.056006,713.12,0,0,0,0
1768136012.1886797,714.26,0,0,0,0
1768136013.3088944,715.38,0,0,0,0
1768136014.4218407,716.49,0,0,0,0
1768136015.5931954,717.66,0,0,0,0
1768136016.753396,718.82,0,0,0,0
1768136017.8713202,719.94,0,0,0,0
1768136018.991601,721.06,0,0,0,0
1768136020.1587887,722.23,0,0,0,0
1768136021.2898993,723.36,0,0,0,0
1768136022.3808403,724.45,0,0,0,0
1768136023.5099516,725.58,0,0,0,0
1768136024.6567574,726.72,0,0,0,0
1768136025.8335793,727.90,0,0,0,0
1768136026.9774575,729.04,0,0,0,0
1768136028.1310585,730.20,0,0,0,0
1768136029.2474444,731.31,0,0,0,0
1768136030.366474,732.43,0,0,0,0
1768136031.5188067,733.59,0,0,0,0
1768136032.6163483,734.68,0,0,0,0
1768136033.7655497,735.83,0,0,0,0
1768136034.9069815,736.97,0,0,0,0
1768136036.0053093,738.07,0,0,0,0
1768136037.1844409,739.25,0,0,0,0
1768136038.3248618,740.39,0,0,0,0
1768136039.4127553,741.48,0,0,0,0
1768136040.4330556,742.50,0,0,0,0
1768136041.5645053,743.63,0,0,0,0
1768136042.7092953,744.78,0,0,0,0
1768136043.8374403,745.90,0,0,0,0
1768136044.9486647,747.02,0,0,0,0
1768136046.059579,748.13,0,0,0,0
1768136047.1542404,749.22,0,0,0,0
1768136048.2535064,750.32,0,0,0,0
1768136049.3994205,751.47,0,0,0,0
1768136050.470682,752.54,0,0,0,0
1768136051.5760887,753.64,0,0,0,0
1768136052.7068524,754.77,0,0,0,0
1768136053.8719752,755.94,0,0,0,0
1768136054.9917073,757.06,0,0,0,0
1768136056.0944004,758.16,0,0,0,0
1768136057.212244,759.28,0,0,0,0
1768136058.3203475,760.39,0,0,0,0
1768136059.470378,761.54,0,0,0,0
1768136060.6388597,762.71,0,0,0,0
1768136061.8032417,763.87,0,0,0,0
1768136062.921394,764.99,0,0,0,0
1768136064.0372183,766.10,0,0,0,0
1768136065.1372519,767.20,0,0,0,0
1768136066.2751837,768.34,0,0,0,0
1768136067.4148784,769.48,0,0,0,0
1768136068.5473568,770.61,0,0,0,0
1768136069.7186573,771.79,0,0,0,0
1768136070.8443592,772.91,0,0,0,0
1768136071.968727,774.04,0,0,0,0
1768136073.1441755,775.21,0,0,0,0
1768136074.2751381,776.34,0,0,0,0
1768136075.400626,777.47,0,0,0,0
1768136076.586341,778.65,0,0,0,0
1768136077.6969984,779.76,0,0,0,0
1768136078.81997,780.89,0,0,0,0
1768136079.999215,782.07,0,0,0,0
1768136081.1572464,783.22,0,0,0,0
1768136082.3205628,784.39,0,0,0,0
1768136083.4346492,785.50,0,0,0,0
1768136084.5773444,786.64,0,0,0,0
1768136085.690313,787.76,0,0,0,0
1768136086.8352728,788.90,0,0,0,0
1768136088.02215,790.09,0,0,0,0
1768136089.1628895,791.23,0,0,0,0
1768136090.343182,792.41,0,0,0,0
1768136091.480027,793.55,0,0,0,0
1768136092.6154025,794.68,0,0,0,0
1768136093.719843,795.79,0,0,0,0
1768136094.871885,796.94,0,0,0,0
1768136095.9821603,798.05,0,0,0,0
1768136097.180437,799.25,0,0,0,0
1768136098.334542,800.40,0,0,0,0
1768136099.4439688,801.51,0,0,0,0
1768136100.5590353,802.63,0,0,0,0
1768136101.725988,803.79,0,0,0,0
1768136102.9090114,804.98,0,0,0,0
1768136104.0744445,806.14,0,0,0,0
1768136105.238157,807.31,0,0,0,0
1768136106.371882,808.44,0,0,0,0
1768136107.5590484,809.63,0,0,0,0
1768136108.6721194,810.74,0,0,0,0
1768136109.8323586,811.90,0,0,0,0
1768136110.9531486,813.02,0,0,0,0
1768136112.0726187,814.14,0,0,0,0
1768136113.2485108,815.32,0,0,0,0
1768136114.47523,816.54,0,0,0,0
1768136115.703022,817.77,0,0,0,0
1768136116.8284535,818.90,0,0,0,0
1768136118.0029104,820.07,0,0,0,0
1768136119.1845655,821.25,0,0,0,0
1768136120.3103278,822.38,0,0,0,0
1768136121.4332855,823.50,0,0,0,0
1768136122.601216,824.67,0,0,0,0
1768136123.8282654,825.90,0,0,0,0
1768136125.014405,827.08,0,0,0,0
1768136126.2055838,828.27,0,0,0,0
1768136127.392896,829.46,0,0,0,0
1768136128.5123696,830.58,0,0,0,0
1768136129.6718822,831.74,0,0,0,0
1768136130.8285508,832.90,0,0,0,0
1768136131.9939399,834.06,0,0,0,0
1768136133.1133928,835.18,0,0,0,0
1768136134.224061,836.29,0,0,0,0
1768136135.4683597,837.54,0,0,0,0
1768136136.6276631,838.69,0,0,0,0
1768136137.7432814,839.81,0,0,0,0
1768136138.8959785,840.96,0,0,0,0
1768136140.0526466,842.12,0,0,0,0
1768136141.2170036,843.28,0,0,0,0
1768136142.37025,844.44,0,0,0,0
1768136143.6094193,845.68,0,0,0,0
1768136144.775278,846.84,0,0,0,0
1768136145.9160893,847.98,0,0,0,0
1768136147.0644035,849.13,0,0,0,0
1768136148.2478166,850.32,0,0,0,0
1768136149.4890912,851.56,0,0,0,0
1768136150.6845465,852.75,0,0,0,0
1768136151.8799193,853.95,0,0,0,0
1768136153.0527885,855.12,0,0,0,0
1768136154.1084921,856.18,0,0,0,0
1768136155.108861,857.18,0,0,0,0
1768136156.109217,858.18,0,0,0,0
1768136157.1095371,859.18,0,0,0,0
1768136158.1098378,860.18,0,0,0,0
1768137897.140323,24.21,952000,0,952000,114
1768137899.2476451,26.32,582000,0,582000,79
1768137900.7455108,27.82,536000,0,536000,166
1768137902.1655266,29.24,532000,0,532000,71
1768137903.7090821,30.78,672000,0,672000,72
1768137904.9819124,32.06,492000,0,492000,75
1768137907.300259,34.37,388000,0,388000,104
1768137908.769372,35.84,694000,0,694000,105
1768137910.5361142,37.61,404000,0,404000,56
1768137911.7488956,38.82,598000,0,598000,84
1768137914.2032497,41.28,486000,0,486000,84
1768137915.7815573,42.86,862000,0,862000,173
